congestion_distance,speed,status,congestion_trend,section_desc,name,time
640,12.37,4,加重,"南向北,从国贸桥到京广桥",东三环中路,2023-03-16 18:53:55
1070,17.5,4,缓解,"北向南,从国贸桥到双井桥",东三环中路,2023-03-16 18:53:55
1170,5.92,4,缓解,"北向南,从京广桥到光华桥",东三环中路辅路,2023-03-16 18:53:56
820,7.9,3,持平,"南向北,从百子湾路到建国路辅路",东三环中路辅路,2023-03-16 18:53:56
810,4.71,4,缓解,"北向南,京广桥",京广桥,2023-03-16 18:53:57
770,10.44,4,加重,"南向北,从国贸桥到京广桥",东三环中路,2023-03-16 18:59:13
1170,6.65,4,持平,"北向南,从京广桥到光华桥",东三环中路辅路,2023-03-16 18:59:14
600,6.92,4,加重,"南向北,建国路辅路附近",东三环中路辅路,2023-03-16 18:59:14
810,18.32,4,缓解,"北向南,京广桥",京广桥,2023-03-16 18:59:16
1170,8.06,4,加重,"北向南,从京广桥到光华桥",东三环中路辅路,2023-03-16 19:04:35
1280,14.83,3,加重,"南向北,从通惠河北路辅路到光华桥",东三环中路辅路,2023-03-16 19:04:35
810,30.91,3,加重,"北向南,京广桥",京广桥,2023-03-16 19:04:36
770,16.68,4,加重,"南向北,从国贸桥到京广桥",东三环中路,2023-03-16 19:09:53
920,24.42,3,加重,"北向南,从国贸桥到双井桥",东三环中路,2023-03-16 19:09:53
850,1.72,4,加重,"北向南,从光华桥到通惠河北路辅路",东三环中路辅路,2023-03-16 19:09:53
930,21.84,2,加重,"南向北,从光华桥到京广桥",东三环中路辅路,2023-03-16 19:09:53
1710,15.24,4,加重,"南向北,从长虹桥到三元东桥",东三环北路,2023-03-16 19:09:54
3390,19.58,3,加重,"西向南,从三元桥到长虹桥",东三环北路,2023-03-16 19:09:54
810,24.75,3,加重,"北向南,京广桥",京广桥,2023-03-16 19:09:54
1910,4.15,4,加重,"北向南,从京广桥到双井桥",东三环中路辅路,2023-03-16 19:15:10
3390,11.91,4,加重,"西向南,从三元桥到长虹桥",东三环北路,2023-03-16 19:15:10
2440,12.86,4,加重,"南向北,从长虹桥到三元桥",东三环北路,2023-03-16 19:15:10
810,13.77,4,加重,"北向南,京广桥",京广桥,2023-03-16 19:15:11
1170,7.3,4,加重,"北向南,从京广桥到光华桥",东三环中路辅路,2023-03-16 19:20:27
3310,7.28,4,加重,"西向南,从三元桥到长虹桥",东三环北路,2023-03-16 19:20:27
2930,22.55,3,加重,"南向北,从接秀桥到三元东桥",东三环北路,2023-03-16 19:20:27
810,14.22,4,加重,"北向南,京广桥",京广桥,2023-03-16 19:20:28
560,2.2,4,加重,"西向东,从光华里到光华桥",光华路,2023-03-16 19:20:29
710,8.36,3,加重,"东向西,光华桥附近",光华路,2023-03-16 19:20:29
600,8.84,4,加重,"北向南,从光华北一街到双井桥",东三环中路辅路,2023-03-16 19:25:44
3100,9.03,4,加重,"西向南,从三元东桥到长虹桥",东三环北路,2023-03-16 19:25:45
2790,22.09,3,加重,"南向北,从接秀桥到三元东桥",东三环北路,2023-03-16 19:25:45
800,12.99,4,加重,"北向南,京广桥",京广桥,2023-03-16 19:25:45
710,8.88,3,加重,"东向西,光华桥附近",光华路,2023-03-16 19:25:46
810,15.78,4,持平,"北向南,京广桥",京广桥,2023-03-16 19:31:04
